racial_identity,count,etl_timestamp
NA,88,2020-08-18 17:20:02
Asian,60,2020-08-18 17:20:02
UNKNOWN,31,2020-08-18 17:20:02
AFRICAN AMERICAN,863,2020-08-18 17:20:02
Other,45,2020-08-18 17:20:02
HISPANIC,151,2020-08-18 17:20:02
White,476,2020-08-18 17:20:02
