racial_identity,count,etl_timestamp
NA,89,2020-09-01 17:20:02
Asian,60,2020-09-01 17:20:02
UNKNOWN,30,2020-09-01 17:20:02
AFRICAN AMERICAN,876,2020-09-01 17:20:02
Other,47,2020-09-01 17:20:02
HISPANIC,158,2020-09-01 17:20:02
White,488,2020-09-01 17:20:02
