racial_identity,count,etl_timestamp
NA,97,2020-09-17 17:20:02
Asian,60,2020-09-17 17:20:02
UNKNOWN,31,2020-09-17 17:20:02
AFRICAN AMERICAN,884,2020-09-17 17:20:02
Other,48,2020-09-17 17:20:02
HISPANIC,159,2020-09-17 17:20:02
White,492,2020-09-17 17:20:02
