racial_identity,count,etl_timestamp
NA,97,2020-09-24 17:20:02
Asian,60,2020-09-24 17:20:02
UNKNOWN,33,2020-09-24 17:20:02
AFRICAN AMERICAN,892,2020-09-24 17:20:02
Other,48,2020-09-24 17:20:02
HISPANIC,161,2020-09-24 17:20:02
White,497,2020-09-24 17:20:02
