racial_identity,count,etl_timestamp
NA,99,2020-09-28 17:20:02
Asian,60,2020-09-28 17:20:02
UNKNOWN,32,2020-09-28 17:20:02
AFRICAN AMERICAN,896,2020-09-28 17:20:02
Other,48,2020-09-28 17:20:02
HISPANIC,162,2020-09-28 17:20:02
White,500,2020-09-28 17:20:02
