racial_identity,count,etl_timestamp
NA,103,2020-09-30 17:20:02
Asian,60,2020-09-30 17:20:02
UNKNOWN,32,2020-09-30 17:20:02
AFRICAN AMERICAN,898,2020-09-30 17:20:02
Other,48,2020-09-30 17:20:02
HISPANIC,163,2020-09-30 17:20:02
White,504,2020-09-30 17:20:02
