racial_identity,count,etl_timestamp
NA,96,2020-09-16 17:20:03
Asian,60,2020-09-16 17:20:03
UNKNOWN,31,2020-09-16 17:20:03
AFRICAN AMERICAN,883,2020-09-16 17:20:03
Other,48,2020-09-16 17:20:03
HISPANIC,159,2020-09-16 17:20:03
White,491,2020-09-16 17:20:03
