age,count,etl_timestamp
20-34,9823,2020-09-14 17:20:02
55-74,8622,2020-09-14 17:20:02
75+,3476,2020-09-14 17:20:02
<20,2542,2020-09-14 17:20:02
35-54,10771,2020-09-14 17:20:02
