age,count,etl_timestamp
20-34,8357,2020-08-10 17:20:02
55-74,7999,2020-08-10 17:20:02
75+,3303,2020-08-10 17:20:02
<20,1890,2020-08-10 17:20:02
35-54,9765,2020-08-10 17:20:02
