age,count,etl_timestamp
20-34,9272,2020-09-01 17:20:02
55-74,8443,2020-09-01 17:20:02
75+,3425,2020-09-01 17:20:02
<20,2244,2020-09-01 17:20:02
35-54,10508,2020-09-01 17:20:02
