age,count,etl_timestamp
20-34,7611,2020-07-24 17:20:02
55-74,7647,2020-07-24 17:20:02
75+,3222,2020-07-24 17:20:02
<20,1664,2020-07-24 17:20:02
35-54,9145,2020-07-24 17:20:02
