age,count,etl_timestamp
20-34,5622,2020-06-08 17:20:02
55-74,6727,2020-06-08 17:20:02
75+,2919,2020-06-08 17:20:02
<20,901,2020-06-08 17:20:02
35-54,7513,2020-06-08 17:20:02
