age,count,etl_timestamp
20-34,10279,2020-09-28 17:20:02
55-74,8838,2020-09-28 17:20:02
75+,3523,2020-09-28 17:20:02
<20,2713,2020-09-28 17:20:02
35-54,11077,2020-09-28 17:20:02
240,1,2020-09-28 17:20:02
