age,count,etl_timestamp
20-34,6196,2020-06-29 17:20:02
55-74,7098,2020-06-29 17:20:02
75+,3070,2020-06-29 17:20:02
<20,1226,2020-06-29 17:20:02
35-54,8091,2020-06-29 17:20:02
