age,count,etl_timestamp
20-34,8563,2020-08-13 17:20:02
55-74,8105,2020-08-13 17:20:02
75+,3325,2020-08-13 17:20:02
<20,1963,2020-08-13 17:20:02
35-54,9938,2020-08-13 17:20:02
