age,count,etl_timestamp
20-34,9030,2020-08-27 17:20:02
55-74,8365,2020-08-27 17:20:02
75+,3400,2020-08-27 17:20:02
<20,2162,2020-08-27 17:20:02
35-54,10369,2020-08-27 17:20:02
