age,count,etl_timestamp
20-34,8888,2020-08-22 17:20:01
55-74,8288,2020-08-22 17:20:01
75+,3373,2020-08-22 17:20:01
<20,2110,2020-08-22 17:20:01
35-54,10260,2020-08-22 17:20:01
