age,count,etl_timestamp
20-34,7523,2020-07-23 17:20:01
55-74,7618,2020-07-23 17:20:01
75+,3215,2020-07-23 17:20:01
<20,1645,2020-07-23 17:20:01
35-54,9087,2020-07-23 17:20:01
