age,count,etl_timestamp
20-34,7998,2020-08-01 17:20:02
55-74,7830,2020-08-01 17:20:02
75+,3260,2020-08-01 17:20:02
<20,1780,2020-08-01 17:20:02
35-54,9471,2020-08-01 17:20:02
