age,count,etl_timestamp
20-34,8610,2020-08-14 17:20:02
55-74,8130,2020-08-14 17:20:02
75+,3328,2020-08-14 17:20:02
<20,1991,2020-08-14 17:20:02
35-54,9982,2020-08-14 17:20:02
