age,count,etl_timestamp
20-34,8197,2020-08-05 17:20:02
55-74,7923,2020-08-05 17:20:02
75+,3280,2020-08-05 17:20:02
<20,1831,2020-08-05 17:20:02
35-54,9630,2020-08-05 17:20:02
