age,count,etl_timestamp
20-34,8800,2020-08-20 17:20:02
55-74,8233,2020-08-20 17:20:02
75+,3360,2020-08-20 17:20:02
<20,2077,2020-08-20 17:20:02
35-54,10187,2020-08-20 17:20:02
