age,count,etl_timestamp
20-34,5682,2020-06-10 17:20:02
55-74,6791,2020-06-10 17:20:02
75+,2947,2020-06-10 17:20:02
<20,924,2020-06-10 17:20:02
35-54,7598,2020-06-10 17:20:02
