age,count,etl_timestamp
20-34,6815,2020-07-10 17:20:02
55-74,7352,2020-07-10 17:20:02
75+,3145,2020-07-10 17:20:02
<20,1447,2020-07-10 17:20:02
35-54,8569,2020-07-10 17:20:02
