age,count,etl_timestamp
20-34,9609,2020-09-08 17:20:02
55-74,8553,2020-09-08 17:20:02
75+,3458,2020-09-08 17:20:02
<20,2438,2020-09-08 17:20:02
35-54,10665,2020-09-08 17:20:02
