age,count,etl_timestamp
20-34,8232,2020-08-06 17:20:02
55-74,7936,2020-08-06 17:20:02
75+,3286,2020-08-06 17:20:02
<20,1847,2020-08-06 17:20:02
35-54,9669,2020-08-06 17:20:02
