age,count,etl_timestamp
20-34,6978,2020-07-14 17:20:02
55-74,7402,2020-07-14 17:20:02
75+,3164,2020-07-14 17:20:02
<20,1493,2020-07-14 17:20:02
35-54,8673,2020-07-14 17:20:02
