age,count,etl_timestamp
20-34,8650,2020-08-15 17:20:01
55-74,8153,2020-08-15 17:20:01
75+,3331,2020-08-15 17:20:01
<20,2011,2020-08-15 17:20:01
35-54,10025,2020-08-15 17:20:01
