age,count,etl_timestamp
20-34,10179,2020-09-25 17:20:02
55-74,8793,2020-09-25 17:20:02
75+,3511,2020-09-25 17:20:02
<20,2672,2020-09-25 17:20:02
35-54,11009,2020-09-25 17:20:02
240,1,2020-09-25 17:20:02
