age,count,etl_timestamp
20-34,8695,2020-08-17 17:20:01
55-74,8179,2020-08-17 17:20:01
75+,3341,2020-08-17 17:20:01
<20,2036,2020-08-17 17:20:01
35-54,10080,2020-08-17 17:20:01
