age,count,etl_timestamp
20-34,6067,2020-06-23 20:33:14
55-74,7044,2020-06-23 20:33:14
75+,3056,2020-06-23 20:33:14
<20,1161,2020-06-23 20:33:14
35-54,7996,2020-06-23 20:33:14
