age,count,etl_timestamp
20-34,9145,2020-08-30 17:20:02
55-74,8405,2020-08-30 17:20:02
75+,3403,2020-08-30 17:20:02
<20,2201,2020-08-30 17:20:02
35-54,10436,2020-08-30 17:20:02
