age,count,etl_timestamp
75+,3538,2020-09-29 17:20:02
20-34,10558,2020-09-29 17:20:02
35-54,11223,2020-09-29 17:20:02
<20,2803,2020-09-29 17:20:02
55-74,8924,2020-09-29 17:20:02
