age,count,etl_timestamp
20-34,9482,2020-09-05 17:20:02
55-74,8509,2020-09-05 17:20:02
75+,3442,2020-09-05 17:20:02
<20,2389,2020-09-05 17:20:02
35-54,10605,2020-09-05 17:20:02
