age,count,etl_timestamp
20-34,5962,2020-06-20 17:20:02
55-74,6960,2020-06-20 17:20:02
75+,3028,2020-06-20 17:20:02
<20,1029,2020-06-20 17:20:02
35-54,7854,2020-06-20 17:20:02
