age,count,etl_timestamp
20-34,5797,2020-06-13 17:20:02
55-74,6863,2020-06-13 17:20:02
75+,2994,2020-06-13 17:20:02
<20,954,2020-06-13 17:20:02
35-54,7721,2020-06-13 17:20:02
