age,count,etl_timestamp
20-34,6111,2020-06-24 17:20:02
55-74,7059,2020-06-24 17:20:02
75+,3059,2020-06-24 17:20:02
<20,1183,2020-06-24 17:20:02
35-54,8019,2020-06-24 17:20:02
