age,count,etl_timestamp
20-34,8452,2020-08-11 17:20:02
55-74,8043,2020-08-11 17:20:02
75+,3310,2020-08-11 17:20:02
<20,1926,2020-08-11 17:20:02
35-54,9837,2020-08-11 17:20:02
