age,count,etl_timestamp
20-34,6479,2020-07-02 17:33:32
55-74,7206,2020-07-02 17:33:32
75+,3103,2020-07-02 17:33:32
<20,1317,2020-07-02 17:33:32
35-54,8282,2020-07-02 17:33:32
